,cookie,time,interaction,conversion,conversion_value,channel
15036,0CEAfhFBioBEDF0BnABoCiDEi,2018-07-03T19:15:39Z,impression,0,0.0,Online Display
15037,0CEAfhFBioBEDF0BnABoCiDEi,2018-07-23T06:54:12Z,impression,0,0.0,Instagram
15038,0CEB0Dnn7nCB9nB0Ef3Di0oD0,2018-07-11T14:01:18Z,impression,0,0.0,Paid Search
15039,0CEB0Dnn7nCB9nB0Ef3Di0oD0,2018-07-11T14:46:20Z,impression,0,0.0,Online Display
15040,0CEB0Dnn7nCB9nB0Ef3Di0oD0,2018-07-15T15:11:35Z,impression,0,0.0,Online Display
15041,0CEB0Dnn7nCB9nB0Ef3Di0oD0,2018-07-24T11:26:27Z,impression,0,0.0,Facebook
15042,0CEB3FkFFE9kn03EDinnF7BD3,2018-07-10T18:58:17Z,impression,0,0.0,Paid Search
15043,0CEB7BkfEoDkh9Ahf3CDFkEA0,2018-07-07T12:17:57Z,impression,0,0.0,Facebook
15044,0CEBAkEBDhhin09ki0FDFnE3A,2018-07-02T08:34:42Z,impression,0,0.0,Online Display
15045,0CEBAkEBDhhin09ki0FDFnE3A,2018-07-09T12:28:17Z,impression,0,0.0,Online Display
15046,0CEBi3FnEE39oBAo77nA0n0ik,2018-07-07T20:04:10Z,impression,0,0.0,Online Video
15047,0CEC7377930DCiAohBEi3Ffhi,2018-07-03T08:47:46Z,impression,0,0.0,Paid Search
15048,0CEC7377930DCiAohBEi3Ffhi,2018-07-07T20:34:39Z,impression,0,0.0,Paid Search
15049,0CEC7377930DCiAohBEi3Ffhi,2018-07-11T10:04:22Z,impression,0,0.0,Paid Search
15050,0CECCCh7hEACnCoDECihBFCFf,2018-07-25T09:51:19Z,impression,0,0.0,Online Display
15051,0CED07kD0f0DCihoDkFC7ik3C,2018-07-14T17:03:51Z,impression,0,0.0,Paid Search
15052,0CED07kD0f0DCihoDkFC7ik3C,2018-07-14T17:03:54Z,impression,0,0.0,Paid Search
15053,0CED9nB90FB39FAEin9AiC9o7,2018-07-21T18:04:19Z,impression,0,0.0,Online Display
15054,0CEDkhB733khf970ki7kDfnA9,2018-07-14T20:02:11Z,impression,0,0.0,Facebook
15055,0CEDkhnF0BCffAAfEFB9CkBFC,2018-07-12T10:57:44Z,impression,0,0.0,Paid Search
15056,0CEDkhnF0BCffAAfEFB9CkBFC,2018-07-13T13:14:03Z,impression,0,0.0,Paid Search
15057,0CEDkhnF0BCffAAfEFB9CkBFC,2018-07-18T15:52:30Z,impression,0,0.0,Online Video
15058,0CEEF03k7ohAA7h7EEfhiD7DB,2018-07-10T10:51:41Z,impression,0,0.0,Instagram
15059,0CEEoDoh90no733oBFBfnnoFh,2018-07-09T14:49:25Z,impression,0,0.0,Paid Search
15060,0CEEoDoh90no733oBFBfnnoFh,2018-07-16T11:47:58Z,impression,0,0.0,Paid Search
15061,0CEEoDoh90no733oBFBfnnoFh,2018-07-16T17:39:51Z,impression,0,0.0,Paid Search
15062,0CEFFFDhEAC7CoB3E7BkBEhC9,2018-07-16T10:52:06Z,impression,0,0.0,Paid Search
15063,0CEFFFDhEAC7CoB3E7BkBEhC9,2018-07-16T10:52:29Z,impression,0,0.0,Paid Search
15064,0CEFooCBFD9EoF3nfBAk030hE,2018-07-28T08:21:30Z,impression,0,0.0,Facebook
15065,0CEFooCBFD9EoF3nfBAk030hE,2018-07-28T08:25:02Z,impression,0,0.0,Instagram
15066,0CEFooCBFD9EoF3nfBAk030hE,2018-07-28T09:11:36Z,impression,0,0.0,Facebook
15067,0CEFooCBFD9EoF3nfBAk030hE,2018-07-28T09:25:26Z,impression,0,0.0,Facebook
15068,0CEf0CAi0fnh9fD3BnfE0fo9F,2018-07-04T18:28:21Z,impression,0,0.0,Paid Search
15069,0CEf0CAi0fnh9fD3BnfE0fo9F,2018-07-04T18:29:15Z,impression,0,0.0,Paid Search
15070,0CEf73EBD9in30DAfCAhBnFo0,2018-07-15T14:42:03Z,impression,0,0.0,Online Video
15071,0CEf7BF39Enoi77AhDnF7CnnD,2018-07-15T09:01:34Z,impression,0,0.0,Online Video
15072,0CEf7BF39Enoi77AhDnF7CnnD,2018-07-19T23:39:55Z,impression,0,0.0,Paid Search
15073,0CEf7BF39Enoi77AhDnF7CnnD,2018-07-20T22:49:21Z,impression,0,0.0,Online Video
15074,0CEf7FkB30CfohoCi7Ch9FFD7,2018-07-08T17:51:06Z,impression,0,0.0,Instagram
15075,0CEf7FkB30CfohoCi7Ch9FFD7,2018-07-08T18:06:45Z,impression,0,0.0,Facebook
15076,0CEf7FkB30CfohoCi7Ch9FFD7,2018-07-08T18:11:13Z,impression,0,0.0,Facebook
15077,0CEf7FkB30CfohoCi7Ch9FFD7,2018-07-08T18:16:13Z,impression,0,0.0,Facebook
15078,0CEf7FkB30CfohoCi7Ch9FFD7,2018-07-08T18:21:46Z,impression,0,0.0,Facebook
15079,0CEf7FkB30CfohoCi7Ch9FFD7,2018-07-08T18:31:46Z,impression,0,0.0,Facebook
15080,0CEf7FkB30CfohoCi7Ch9FFD7,2018-07-08T18:36:47Z,impression,0,0.0,Facebook
15081,0CEf7FkB30CfohoCi7Ch9FFD7,2018-07-08T18:41:15Z,impression,0,0.0,Facebook
15082,0CEf7FkB30CfohoCi7Ch9FFD7,2018-07-08T18:41:47Z,impression,0,0.0,Instagram
15083,0CEf7FkB30CfohoCi7Ch9FFD7,2018-07-08T18:46:16Z,impression,0,0.0,Facebook
15084,0CEf7FkB30CfohoCi7Ch9FFD7,2018-07-08T18:56:47Z,impression,0,0.0,Facebook
15085,0CEf7FkB30CfohoCi7Ch9FFD7,2018-07-08T19:01:48Z,impression,0,0.0,Instagram
15086,0CEf7FkB30CfohoCi7Ch9FFD7,2018-07-08T19:16:17Z,impression,0,0.0,Facebook
15087,0CEf7FkB30CfohoCi7Ch9FFD7,2018-07-08T19:21:49Z,impression,0,0.0,Facebook
15088,0CEf7FkB30CfohoCi7Ch9FFD7,2018-07-08T19:26:17Z,impression,0,0.0,Facebook
15089,0CEf7FkB30CfohoCi7Ch9FFD7,2018-07-08T19:26:49Z,impression,0,0.0,Facebook
15090,0CEf7FkB30CfohoCi7Ch9FFD7,2018-07-08T19:31:17Z,impression,0,0.0,Facebook
15091,0CEf7FkB30CfohoCi7Ch9FFD7,2018-07-08T19:41:17Z,impression,0,0.0,Facebook
15092,0CEf7FkB30CfohoCi7Ch9FFD7,2018-07-08T19:51:18Z,impression,0,0.0,Instagram
15093,0CEf7FkB30CfohoCi7Ch9FFD7,2018-07-08T20:06:22Z,impression,0,0.0,Facebook
15094,0CEf7FkB30CfohoCi7Ch9FFD7,2018-07-08T20:11:23Z,impression,0,0.0,Facebook
15095,0CEf7FkB30CfohoCi7Ch9FFD7,2018-07-08T20:16:24Z,impression,0,0.0,Facebook
15096,0CEf7FkB30CfohoCi7Ch9FFD7,2018-07-08T20:23:27Z,impression,0,0.0,Instagram
15097,0CEf7FkB30CfohoCi7Ch9FFD7,2018-07-08T20:26:59Z,impression,0,0.0,Facebook
15098,0CEf9D9D9Ai7Fhok7EkDhkDCC,2018-07-29T13:43:06Z,impression,0,0.0,Online Video
15099,0CEfCihE9093Cofh7h3n0kACC,2018-07-05T13:15:35Z,impression,0,0.0,Facebook
15100,0CEh9Eo0h7kEEC3nkEihh0hnf,2018-07-04T14:51:01Z,impression,0,0.0,Online Display
15101,0CEhn3fkn90D9EkEFnB0E0ED3,2018-07-16T06:29:21Z,impression,0,0.0,Online Display
15102,0CEhn3fkn90D9EkEFnB0E0ED3,2018-07-23T12:17:46Z,impression,0,0.0,Paid Search
15103,0CEhn3fkn90D9EkEFnB0E0ED3,2018-07-26T09:10:13Z,impression,0,0.0,Online Display
15104,0CEhn3fkn90D9EkEFnB0E0ED3,2018-07-27T19:26:19Z,impression,0,0.0,Online Display
15105,0CEhoi0B9k3nn0ACA7n0B9n3F,2018-07-22T20:43:38Z,impression,0,0.0,Online Video
15106,0CEhoi0B9k3nn0ACA7n0B9n3F,2018-07-27T21:59:16Z,impression,0,0.0,Online Video
15107,0CEhokAB90n0ki73FCFkffAi9,2018-07-20T12:39:16Z,impression,0,0.0,Online Video
15108,0CEhokAB90n0ki73FCFkffAi9,2018-07-20T12:39:16Z,impression,0,0.0,Online Video
15109,0CEhokAB90n0ki73FCFkffAi9,2018-07-20T12:39:24Z,impression,0,0.0,Online Video
15110,0CEhokAB90n0ki73FCFkffAi9,2018-07-20T12:39:24Z,impression,0,0.0,Online Video
15111,0CEiEFBho90k7f0FikiBE3f3D,2018-07-16T10:05:30Z,impression,0,0.0,Online Video
15112,0CEiEkF3D0Ckk0BfCiD70AC3n,2018-07-21T10:45:04Z,impression,0,0.0,Online Video
15113,0CEiF3FoDD33f9Ak9i39B9nBn,2018-07-03T09:39:26Z,impression,0,0.0,Facebook
15114,0CEinACh0AA3oBiD973ih03hC,2018-07-03T12:00:33Z,impression,0,0.0,Paid Search
15115,0CEnFfE7h7Fk0i3iD37Ef9DAA,2018-07-21T17:02:03Z,impression,0,0.0,Instagram
15116,0CEnnonB7DEk03C3kFC3inAo7,2018-07-06T09:31:44Z,impression,0,0.0,Facebook
15117,0CEo7BBB9ii3nDCFohkB7007B,2018-07-05T11:49:23Z,impression,0,0.0,Paid Search
15118,0CEo7BBB9ii3nDCFohkB7007B,2018-07-06T13:27:30Z,impression,0,0.0,Paid Search
15119,0CEo7D00DA700hiDA3EnDDinA,2018-07-18T13:14:35Z,impression,0,0.0,Facebook
15120,0CEo9knkDnhhE90ABAAhCkki3,2018-07-15T13:38:17Z,impression,0,0.0,Facebook
15121,0CEoiEikCiCA3nAFfhf9fihDi,2018-07-06T14:24:45Z,impression,0,0.0,Paid Search
15122,0CEoofoAoFio0f33hf0BfFoFD,2018-07-17T10:46:49Z,impression,0,0.0,Paid Search
15123,0CEoofoAoFio0f33hf0BfFoFD,2018-07-17T10:49:02Z,impression,0,0.0,Paid Search
15124,0CEoofoAoFio0f33hf0BfFoFD,2018-07-22T13:17:23Z,impression,0,0.0,Online Display
15125,0CF30i9nBF07Cnk397hn9F3hE,2018-07-09T14:07:12Z,impression,0,0.0,Paid Search
15126,0CF30i9nBF07Cnk397hn9F3hE,2018-07-09T14:07:18Z,impression,0,0.0,Paid Search
15127,0CF33DkC3hBEkk9ikoBDhnnni,2018-07-01T17:14:32Z,impression,0,0.0,Facebook
15128,0CF33DkC3hBEkk9ikoBDhnnni,2018-07-01T17:14:37Z,impression,0,0.0,Facebook
15129,0CF3C9oiDC0iBff9AEFnChofF,2018-07-29T01:50:11Z,impression,0,0.0,Online Display
15130,0CF3D099DDnCBE3EoD03BiCkh,2018-07-10T12:47:43Z,impression,0,0.0,Paid Search
15131,0CF77F3nEn99o3730AEn0C7oh,2018-07-23T16:52:23Z,impression,0,0.0,Online Display
15132,0CF77F7kEfFnnoCioDnnkn3nB,2018-07-01T18:47:58Z,impression,0,0.0,Online Display
15133,0CF7B9BBD90EACEB3ifCECoA7,2018-07-20T22:29:59Z,impression,0,0.0,Online Display
15134,0CF7Bfi0DFBBnkFhE7hDfAk3D,2018-07-06T07:53:20Z,impression,0,0.0,Facebook
15135,0CF7f97oC7fk9oi0C3F3D7CAh,2018-07-12T14:43:42Z,impression,0,0.0,Paid Search
15136,0CF7f97oC7fk9oi0C3F3D7CAh,2018-07-15T22:12:55Z,impression,0,0.0,Facebook
15137,0CF7f97oC7fk9oi0C3F3D7CAh,2018-07-15T22:33:16Z,impression,0,0.0,Facebook
15138,0CF7f97oC7fk9oi0C3F3D7CAh,2018-07-18T08:19:48Z,impression,0,0.0,Online Display
15139,0CF7f97oC7fk9oi0C3F3D7CAh,2018-07-18T08:20:29Z,impression,0,0.0,Online Display
15140,0CF7f97oC7fk9oi0C3F3D7CAh,2018-07-29T10:19:15Z,impression,0,0.0,Paid Search
15141,0CF7f97oC7fk9oi0C3F3D7CAh,2018-07-29T10:20:35Z,impression,0,0.0,Paid Search
15142,0CF7hEFCEiCfnDE3kfEEDE99F,2018-07-28T19:52:43Z,impression,0,0.0,Facebook
15143,0CF9fhiho9ABCDD07k0A399CC,2018-07-11T05:23:45Z,impression,0,0.0,Facebook
15144,0CF9fhiho9ABCDD07k0A399CC,2018-07-27T16:29:46Z,impression,0,0.0,Instagram
15145,0CF9k3iiof33CCnAkEnkki9kE,2018-07-12T03:51:36Z,impression,0,0.0,Online Display
15146,0CF9k3iiof33CCnAkEnkki9kE,2018-07-12T08:07:54Z,impression,0,0.0,Online Display
15147,0CF9k3iiof33CCnAkEnkki9kE,2018-07-26T01:58:56Z,impression,0,0.0,Online Display
15148,0CFAAf9AioBFfoDBB3E3000nA,2018-07-09T09:48:31Z,impression,0,0.0,Facebook
15149,0CFAAf9AioBFfoDBB3E3000nA,2018-07-21T16:10:09Z,impression,0,0.0,Facebook
15150,0CFAAf9AioBFfoDBB3E3000nA,2018-07-24T12:32:16Z,impression,0,0.0,Facebook
15151,0CFAAf9AioBFfoDBB3E3000nA,2018-07-30T12:30:50Z,impression,0,0.0,Facebook
15152,0CFACoBFoB3EC3nfDiki3EhAE,2018-07-21T11:04:06Z,impression,0,0.0,Online Video
15153,0CFACoBFoB3EC3nfDiki3EhAE,2018-07-21T11:04:13Z,impression,0,0.0,Online Video
15154,0CFAhB7o3Df0E39EFk0BCFoAh,2018-07-01T15:30:14Z,impression,0,0.0,Paid Search
15155,0CFAoE7o7iBn7iChBB0i7EDkf,2018-07-25T13:01:18Z,impression,0,0.0,Online Video
15156,0CFBACio0nD793DhA7kCDnhE3,2018-07-03T12:46:01Z,impression,0,0.0,Paid Search
15157,0CFBACio0nD793DhA7kCDnhE3,2018-07-03T12:46:12Z,impression,0,0.0,Paid Search
15158,0CFBACio0nD793DhA7kCDnhE3,2018-07-03T12:48:22Z,impression,0,0.0,Paid Search
15159,0CFBACio0nD793DhA7kCDnhE3,2018-07-03T12:51:21Z,impression,0,0.0,Paid Search
15160,0CFBACio0nD793DhA7kCDnhE3,2018-07-04T12:38:45Z,impression,0,0.0,Paid Search
15161,0CFBACio0nD793DhA7kCDnhE3,2018-07-04T13:09:51Z,impression,0,0.0,Paid Search
15162,0CFBACio0nD793DhA7kCDnhE3,2018-07-04T13:31:32Z,impression,0,0.0,Paid Search
15163,0CFBACio0nD793DhA7kCDnhE3,2018-07-04T13:31:54Z,impression,0,0.0,Paid Search
15164,0CFBACio0nD793DhA7kCDnhE3,2018-07-04T13:38:02Z,impression,0,0.0,Paid Search
15165,0CFBACio0nD793DhA7kCDnhE3,2018-07-04T13:44:02Z,impression,0,0.0,Paid Search
15166,0CFBACio0nD793DhA7kCDnhE3,2018-07-04T13:44:13Z,impression,0,0.0,Paid Search
15167,0CFBACio0nD793DhA7kCDnhE3,2018-07-04T13:46:41Z,impression,0,0.0,Paid Search
15168,0CFBACio0nD793DhA7kCDnhE3,2018-07-11T14:18:10Z,impression,0,0.0,Paid Search
15169,0CFBACio0nD793DhA7kCDnhE3,2018-07-11T14:19:00Z,impression,0,0.0,Paid Search
15170,0CFBACio0nD793DhA7kCDnhE3,2018-07-11T14:19:11Z,impression,0,0.0,Paid Search
15171,0CFBACio0nD793DhA7kCDnhE3,2018-07-11T14:20:34Z,impression,0,0.0,Paid Search
15172,0CFBACio0nD793DhA7kCDnhE3,2018-07-30T11:45:17Z,impression,0,0.0,Instagram
15173,0CFBfA99hFBhDnB9FFBDFf093,2018-07-08T12:23:27Z,impression,0,0.0,Paid Search
15174,0CFBfA99hFBhDnB9FFBDFf093,2018-07-08T12:23:32Z,impression,0,0.0,Paid Search
15175,0CFBfA99hFBhDnB9FFBDFf093,2018-07-08T12:25:00Z,impression,0,0.0,Paid Search
15176,0CFC3AEhCB7koi37iE09009io,2018-07-23T19:10:28Z,impression,0,0.0,Online Video
15177,0CFC3AEhCB7koi37iE09009io,2018-07-23T19:10:49Z,impression,0,0.0,Online Video
15178,0CFC3AEhCB7koi37iE09009io,2018-07-23T19:11:16Z,impression,0,0.0,Online Video
15179,0CFCAfD0nCEi3BnFf3AkConCi,2018-07-18T18:45:54Z,impression,0,0.0,Paid Search
15180,0CFD0A0oFAE9f3o7f799ihBki,2018-07-02T16:15:51Z,impression,0,0.0,Online Display
15181,0CFD7E0B3iC7CnEE7h9DDnh7f,2018-07-12T15:54:40Z,impression,0,0.0,Facebook
15182,0CFD7E0B3iC7CnEE7h9DDnh7f,2018-07-18T15:25:57Z,impression,0,0.0,Instagram
15183,0CFD7E0B3iC7CnEE7h9DDnh7f,2018-07-23T14:26:22Z,impression,0,0.0,Instagram
15184,0CFD97F3DA0noDDAoCoCBfoff,2018-07-04T10:53:18Z,impression,0,0.0,Paid Search
15185,0CFD97F3DA0noDDAoCoCBfoff,2018-07-12T14:24:13Z,impression,0,0.0,Paid Search
15186,0CFDE7AC30BEBfDk0BiC07hAh,2018-07-04T15:36:44Z,impression,0,0.0,Facebook
15187,0CFE3nD0ECfBhhh9hChkfBDi7,2018-07-07T13:26:25Z,impression,0,0.0,Online Display
15188,0CFE3nD0ECfBhhh9hChkfBDi7,2018-07-16T20:55:49Z,impression,0,0.0,Online Display
15189,0CFE3nD0ECfBhhh9hChkfBDi7,2018-07-16T20:58:54Z,impression,0,0.0,Online Display
15190,0CFE3nD0ECfBhhh9hChkfBDi7,2018-07-21T20:50:07Z,impression,0,0.0,Online Display
15191,0CFE7hf93Ah93hoFDB70CDAAD,2018-07-22T14:06:58Z,impression,0,0.0,Online Video
15192,0CFE7hf93Ah93hoFDB70CDAAD,2018-07-22T14:07:02Z,impression,0,0.0,Online Video
15193,0CFE7hf93Ah93hoFDB70CDAAD,2018-07-26T09:53:09Z,impression,0,0.0,Paid Search
15194,0CFE7hf93Ah93hoFDB70CDAAD,2018-07-30T10:30:21Z,impression,0,0.0,Paid Search
15195,0CFEC3kiD0nAA7o7oCBBB0DiF,2018-07-18T13:22:13Z,impression,0,0.0,Instagram
15196,0CFEC3kiD0nAA7o7oCBBB0DiF,2018-07-29T15:03:15Z,impression,0,0.0,Online Display
15197,0CFEhCnnn7oF9EBiCEohnoADk,2018-07-11T22:01:53Z,impression,0,0.0,Paid Search
15198,0CFFk3f03oBk7fAnBnnAnko7i,2018-07-06T16:24:18Z,impression,0,0.0,Facebook
15199,0CFFk3f03oBk7fAnBnnAnko7i,2018-07-29T16:23:27Z,impression,0,0.0,Facebook
15200,0CFFkBBCkk09okAiB7FBiBC99,2018-07-04T08:09:29Z,impression,0,0.0,Facebook
15201,0CFFkf37i3ACnF33DEo70E90E,2018-07-07T18:59:09Z,impression,0,0.0,Facebook
15202,0CFf9Df0A7ko07o0oiCBnoh9A,2018-07-21T16:25:32Z,impression,0,0.0,Paid Search
15203,0CFfEnABC09Ei3EDh7ChnfBfA,2018-07-22T16:34:16Z,impression,0,0.0,Online Video
15204,0CFfEnABC09Ei3EDh7ChnfBfA,2018-07-29T14:01:15Z,impression,0,0.0,Facebook
15205,0CFfFoFCE9foi33DiiA0kDBB7,2018-07-03T11:16:19Z,impression,0,0.0,Paid Search
15206,0CFfFoFCE9foi33DiiA0kDBB7,2018-07-03T11:16:43Z,impression,0,0.0,Paid Search
15207,0CFfFoFCE9foi33DiiA0kDBB7,2018-07-03T11:16:56Z,impression,0,0.0,Paid Search
15208,0CFh9F0f9AAi9f37n7FfnFfFh,2018-07-22T20:19:41Z,impression,0,0.0,Facebook
15209,0CFhCoFfofFo0FEkAE3oAon9n,2018-07-12T11:09:42Z,impression,0,0.0,Paid Search
15210,0CFhCoFfofFo0FEkAE3oAon9n,2018-07-12T11:09:46Z,impression,0,0.0,Paid Search
15211,0CFhCoFfofFo0FEkAE3oAon9n,2018-07-15T11:01:24Z,impression,0,0.0,Paid Search
15212,0CFhCoFfofFo0FEkAE3oAon9n,2018-07-16T16:06:45Z,impression,0,0.0,Paid Search
15213,0CFhCoFfofFo0FEkAE3oAon9n,2018-07-22T12:19:03Z,impression,0,0.0,Paid Search
15214,0CFhDiokkFAiniBEEDiD0kDok,2018-07-17T11:35:08Z,impression,0,0.0,Instagram
15215,0CFhfEAnEEoAf37F7FfkoiA99,2018-07-11T10:24:04Z,impression,0,0.0,Paid Search
15216,0CFhohhhnChADkEoE37iknA09,2018-07-06T20:53:08Z,impression,0,0.0,Facebook
15217,0CFihD0B0niD9oBnFonBk9ion,2018-07-21T17:21:12Z,impression,0,0.0,Paid Search
15218,0CFihh0iBn3i3nn97AoiFCA0B,2018-07-20T14:47:46Z,impression,0,0.0,Facebook
15219,0CFihh0iBn3i3nn97AoiFCA0B,2018-07-27T12:54:08Z,impression,0,0.0,Facebook
15220,0CFinf7f9707fABknD9FohF0f,2018-07-08T10:47:36Z,impression,0,0.0,Instagram
15221,0CFinf7f9707fABknD9FohF0f,2018-07-26T10:45:39Z,impression,0,0.0,Paid Search
15222,0CFkDE0h3ik3nFfAE33FEEk9f,2018-07-02T10:36:24Z,impression,0,0.0,Facebook
15223,0CFkDE0h3ik3nFfAE33FEEk9f,2018-07-09T10:37:29Z,impression,0,0.0,Instagram
15224,0CFkDE0h3ik3nFfAE33FEEk9f,2018-07-23T10:30:44Z,impression,0,0.0,Instagram
15225,0CFkDfADkoBfnkiCnoo7E3EC0,2018-07-27T11:42:53Z,impression,0,0.0,Paid Search
15226,0CFkEAoh9kifBC0Fih0kk0Cfo,2018-07-19T23:31:34Z,impression,0,0.0,Instagram
15227,0CFkEAoh9kifBC0Fih0kk0Cfo,2018-07-19T23:31:51Z,impression,0,0.0,Facebook
15228,0CFkEAoh9kifBC0Fih0kk0Cfo,2018-07-25T10:58:15Z,impression,0,0.0,Facebook
15229,0CFkEEEkFnDi3of9CEABikhAf,2018-07-03T12:38:05Z,impression,0,0.0,Instagram
15230,0CFkF79f7inECf0nAoAFC9Dkk,2018-07-21T18:39:14Z,impression,0,0.0,Instagram
15231,0CFkF79f7inECf0nAoAFC9Dkk,2018-07-25T21:13:27Z,impression,0,0.0,Facebook
15232,0CFkF79f7inECf0nAoAFC9Dkk,2018-07-25T21:14:07Z,impression,0,0.0,Facebook
15233,0CFkhkCfnFEiA7EAFF3o77BD0,2018-07-04T10:39:37Z,impression,0,0.0,Paid Search
15234,0CFkkk7Ci9DfihDi9DnFonf0E,2018-07-23T08:27:25Z,impression,0,0.0,Facebook
15235,0CFnFF3CEn0BDFkCfD0ECADfF,2018-07-14T19:36:03Z,impression,0,0.0,Online Display
15236,0CFnFF3CEn0BDFkCfD0ECADfF,2018-07-17T12:25:33Z,impression,0,0.0,Online Display
15237,0CFnFF3CEn0BDFkCfD0ECADfF,2018-07-17T12:25:49Z,impression,0,0.0,Online Display
15238,0CFnfAkDh3FBnf3393kiF9iif,2018-07-16T16:30:47Z,impression,0,0.0,Online Display
15239,0CFnnnhC3EkoC7CiCEFf7Bfhh,2018-07-09T23:09:09Z,impression,0,0.0,Facebook
15240,0CFnnnhC3EkoC7CiCEFf7Bfhh,2018-07-09T23:44:41Z,impression,0,0.0,Instagram
15241,0CFnnnhC3EkoC7CiCEFf7Bfhh,2018-07-31T09:04:50Z,impression,0,0.0,Facebook
15242,0CFo0CE0iEfCAi9kkD09FDnk3,2018-07-23T11:27:23Z,impression,0,0.0,Paid Search
15243,0CFo0CE0iEfCAi9kkD09FDnk3,2018-07-23T11:27:40Z,impression,0,0.0,Paid Search
15244,0CFoB0730ihAnfninf9BA3C7k,2018-07-06T08:30:02Z,conversion,1,4.5,Instagram
15245,0CFoD0B77hB39o7Di9kDF99fB,2018-07-06T09:05:17Z,impression,0,0.0,Facebook
15246,0CFofBDEDDBh0iC9iD09n0B3n,2018-07-25T13:35:31Z,impression,0,0.0,Online Video
15247,0CFoki7n7nn9fAkhfAnE9o9Di,2018-07-14T08:21:24Z,impression,0,0.0,Facebook
15248,0CFoki7n7nn9fAkhfAnE9o9Di,2018-07-14T08:21:48Z,impression,0,0.0,Instagram
15249,0Cf00inhikooiiAEif00hF3C0,2018-07-03T20:55:23Z,impression,0,0.0,Facebook
15250,0Cf07B7n09Cif9ffEkBh3hhoA,2018-07-18T15:32:40Z,impression,0,0.0,Instagram
15251,0Cf07FFDCBB9n7CEA9Bf0EA0B,2018-07-07T18:11:16Z,impression,0,0.0,Facebook
15252,0Cf07Ff97Ei7Ahnn0n3ooFBnf,2018-07-19T12:01:32Z,impression,0,0.0,Facebook
15253,0Cf07Ff97Ei7Ahnn0n3ooFBnf,2018-07-19T12:02:10Z,impression,0,0.0,Instagram
15254,0Cf0ABBnnhiCEAf30EFCfDBAh,2018-07-30T18:07:04Z,impression,0,0.0,Instagram
15255,0Cf0FFoDokiFi39DnFFA9FfoD,2018-07-03T08:11:16Z,impression,0,0.0,Facebook
15256,0Cf0FFoDokiFi39DnFFA9FfoD,2018-07-09T07:46:00Z,impression,0,0.0,Facebook
15257,0Cf0FFoDokiFi39DnFFA9FfoD,2018-07-17T07:38:00Z,impression,0,0.0,Facebook
15258,0Cf0FFoDokiFi39DnFFA9FfoD,2018-07-17T07:42:48Z,impression,0,0.0,Instagram
15259,0Cf0fnFoDBiCh0FfAhnhnDC0E,2018-07-11T09:28:42Z,impression,0,0.0,Online Display
15260,0Cf0fnFoDBiCh0FfAhnhnDC0E,2018-07-11T10:08:59Z,impression,0,0.0,Online Display
15261,0Cf0fnFoDBiCh0FfAhnhnDC0E,2018-07-20T08:28:35Z,impression,0,0.0,Instagram
15262,0Cf0okFFiD0kfE0fk0o90kDf7,2018-07-23T10:11:07Z,impression,0,0.0,Facebook
15263,0Cf3fiBF73nhAkCnfih3FoCkf,2018-07-14T17:18:23Z,impression,0,0.0,Paid Search
15264,0Cf3fiBF73nhAkCnfih3FoCkf,2018-07-14T17:18:59Z,impression,0,0.0,Paid Search
15265,0Cf3nEo73E3Ci9hkioEDCCD09,2018-07-05T12:24:18Z,conversion,1,6.5,Paid Search
15266,0Cf7C30CikFD7inD7kkff739o,2018-07-06T18:41:44Z,impression,0,0.0,Online Display
15267,0Cf93BAo0nDhhoA9hhfifk0iB,2018-07-27T04:07:48Z,impression,0,0.0,Online Display
15268,0Cf93BAo0nDhhoA9hhfifk0iB,2018-07-28T01:26:15Z,impression,0,0.0,Online Display
15269,0Cf9F9f9fFAhhkDFnD9EE9C0E,2018-07-27T09:53:16Z,impression,0,0.0,Paid Search
15270,0Cf9F9f9fFAhhkDFnD9EE9C0E,2018-07-27T09:54:37Z,impression,0,0.0,Paid Search
15271,0Cf9n0k7377hfCEB90iAn0kDD,2018-07-04T16:29:04Z,conversion,1,6.5,Paid Search
15272,0CfAhBiFAh7CAFiBnFFDF3A3C,2018-07-10T22:50:28Z,impression,0,0.0,Online Video
15273,0CfAhBiFAh7CAFiBnFFDF3A3C,2018-07-10T22:50:38Z,impression,0,0.0,Online Video
15274,0CfAhBiFAh7CAFiBnFFDF3A3C,2018-07-18T09:44:01Z,impression,0,0.0,Online Video
15275,0CfB0CEAEnECF0ABFkioi3iEA,2018-07-15T13:57:29Z,impression,0,0.0,Paid Search
15276,0CfBAnf7AEnBfniDkhFiiiADn,2018-07-20T07:08:46Z,impression,0,0.0,Facebook
15277,0CfBB9ffAE303n0nkD9fnAnkB,2018-07-24T12:07:21Z,impression,0,0.0,Paid Search
15278,0CfBB9ffAE303n0nkD9fnAnkB,2018-07-24T12:08:54Z,impression,0,0.0,Paid Search
15279,0CfBhiiA0BiAiCAh7foo93kD3,2018-07-26T17:06:08Z,impression,0,0.0,Facebook
15280,0CfBhiiA0BiAiCAh7foo93kD3,2018-07-27T09:50:15Z,impression,0,0.0,Paid Search
15281,0CfBhiiA0BiAiCAh7foo93kD3,2018-07-27T09:51:00Z,impression,0,0.0,Paid Search
15282,0CfBhkf9EiiBEkCD7FA0A9C7k,2018-07-04T08:18:29Z,impression,0,0.0,Online Display
